Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-5619041,Defective SLC36A2 causes iminoglycinuria (IG) and hyperglycinuria (HG),1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,SLC36A2,,R-HSA-5653850
R-HSA-3858516,Glycogen storage disease type 0 (liver GYS2),1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,GYG2;GLG1,,R-HSA-3858506
R-HSA-5579024,Defective MAT1A causes Methionine adenosyltransferase deficiency (MATD),1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,MAT1A,,R-HSA-5603087
R-HSA-5690338,Defective ABCC6 causes pseudoxanthoma elasticum (PXE),1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,ABCC6,,R-HSA-5690340
R-HSA-3828062,Glycogen storage disease type 0 (muscle GYS1),1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,GLG1,,R-HSA-3828061
R-HSA-1299308,Tandem of pore domain in a weak inwardly rectifying K+ channels (TWIK),1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,KCNK6,,R-HSA-1299304
R-HSA-3359462,Defective AMN causes hereditary megaloblastic anemia 1,1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,CUBN,,R-HSA-3296477
R-HSA-5602571,TRAF3 deficiency - HSE,1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,CAP1;TRAF3,,R-HSA-5602624
R-HSA-2206307,MPS IIIA - Sanfilippo syndrome A,1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,SGSH,,R-HSA-2263444
R-HSA-5619077,Defective SLC24A1 causes congenital stationary night blindness 1D (CSNB1D),1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,SLC24A1,,R-HSA-5625841
R-HSA-5619060,Defective CP causes aceruloplasminemia (ACERULOP),1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,CP,,R-HSA-5621402
R-HSA-5579002,Defective UGT1A1 causes hyperbilirubinemia,1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,UGT1A1,,R-HSA-5604975
R-HSA-1299503,TWIK related potassium channel (TREK),1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,KCNK10,,R-HSA-1296348
R-HSA-4720454,Defective ALG9 causes ALG9-CDG (CDG-1l),1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,ALG9,,R-HSA-4720478
R-HSA-3359478,Defective MUT causes methylmalonic aciduria mut type,1,4,3.31E-04,0.9194142,0.996863647,1,1,1.03E-04,48887,Homo sapiens,MMAA,,R-HSA-3322971
R-HSA-447115,Interleukin-12 signaling,1,4,3.31E-04,0.9194142,0.996863647,1,2,2.06E-04,48887,Homo sapiens,IL12RB2,,R-HSA-447252
R-HSA-180897,Vpr-mediated induction of apoptosis by mitochondrial outer membrane permeabilization,1,4,3.31E-04,0.9194142,0.996863647,1,2,2.06E-04,48887,Homo sapiens,SLC25A4,,R-HSA-180905
R-HSA-428542,Regulation of Commissural axon pathfinding by Slit and Robo,1,4,3.31E-04,0.9194142,0.996863647,1,2,2.06E-04,48887,Homo sapiens,ROBO1,,R-HSA-428510
R-HSA-844615,The AIM2 inflammasome,1,4,3.31E-04,0.9194142,0.996863647,1,4,4.13E-04,48887,Homo sapiens,CASP1,,R-HSA-844618
R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,21,44,0.003636364,0.919782803,0.996863647,14,14,0.001444341,48887,Homo sapiens,TLE3;TCF7L2;TCF7L1;TLE1;CTNNBIP1;LEF1;TCF7;SOX13;PRKAG1;XIAP;SOX17;RBBP5;AKT2;SOX15;CTNNB1;TCF4;EMB;TCF3;BTRC;SOX6;UBA52;SOX7;MEN1;BCL9L,,R-HSA-3361751;R-HSA-3769393;R-HSA-3769392;R-HSA-3769394;R-HSA-3322431;R-HSA-3322429;R-HSA-5626938;R-HSA-3322434;R-HSA-5368580;R-HSA-3769391;R-HSA-3772430;R-HSA-3364042;R-HSA-5665608;R-HSA-3769383
R-HSA-1251985,Nuclear signaling by ERBB4,21,44,0.003636364,0.919782803,0.996863647,25,29,0.00299185,48887,Homo sapiens,STAT5A;STAT5B;WWOX;CSH2;CSH1;CUL1;NRG1;NRG2;CSHL1;PRLR;ESR1;EREG;GH2;GHR;GH1;ADAM17;NCOR1;APH1B;CXCL12;TAB2;PGR;BTRC,,R-HSA-1254291;R-HSA-1254290;R-HSA-1675473;R-HSA-1251992;R-HSA-1253343;R-HSA-1369114;R-HSA-1251997;R-HSA-1369115;R-HSA-1370500;R-HSA-976991;R-HSA-1671691;R-HSA-1253319;R-HSA-982810;R-HSA-1364044;R-HSA-1253321;R-HSA-1370505;R-HSA-1253325;R-HSA-1254285;R-HSA-1671687;R-HSA-1364043;R-HSA-1254386;R-HSA-1254392;R-HSA-1369080;R-HSA-1302698;R-HSA-1170539
R-HSA-447043,Neurofascin interactions,3,9,7.44E-04,0.921408279,0.996863647,7,7,7.22E-04,48887,Homo sapiens,NFASC;DCX;ANK2;ANK1,,R-HSA-373733;R-HSA-373729;R-HSA-445091;R-HSA-373730;R-HSA-443774;R-HSA-437243;R-HSA-373738
R-HSA-8857538,PTK6 promotes HIF1A stabilization,3,9,7.44E-04,0.921408279,0.996863647,5,5,5.16E-04,48887,Homo sapiens,GPNMB;LRRK2;PTK6,,R-HSA-8857555;R-HSA-8857583;R-HSA-8857565;R-HSA-8857549;R-HSA-8857577
R-HSA-2980767,"Activation of NIMA Kinases NEK9, NEK6, NEK7",3,9,7.44E-04,0.921408279,0.996863647,4,4,4.13E-04,48887,Homo sapiens,NEK8;NEK9;NEK6;CDK1,,R-HSA-2984220;R-HSA-2980720;R-HSA-2984226;R-HSA-2984258
R-HSA-419771,Opsins,3,9,7.44E-04,0.921408279,0.996863647,2,2,2.06E-04,48887,Homo sapiens,OPN4;RHO;OPN5,,R-HSA-419861;R-HSA-419841
R-HSA-190370,FGFR1b ligand binding and activation,3,9,7.44E-04,0.921408279,0.996863647,2,2,2.06E-04,48887,Homo sapiens,FGF1;FGF2;FGFR1,,R-HSA-190245;R-HSA-190427
R-HSA-3595174,"Defective CHST14 causes EDS, musculocontractural type",3,9,7.44E-04,0.921408279,0.996863647,1,1,1.03E-04,48887,Homo sapiens,NCAN;CSPG4;CHST14,,R-HSA-3636919
R-HSA-5683678,Defective ABCA3 causes pulmonary surfactant metabolism dysfunction type 3 (SMDP3),3,9,7.44E-04,0.921408279,0.996863647,1,1,1.03E-04,48887,Homo sapiens,SFTPB;SFTPA2;SFTPA1,,R-HSA-5683672
R-HSA-3595172,Defective CHST3 causes SEDCJD,3,9,7.44E-04,0.921408279,0.996863647,1,1,1.03E-04,48887,Homo sapiens,NCAN;CSPG4;CHST3,,R-HSA-3595175
R-HSA-159763,Transport of gamma-carboxylated protein precursors from the endoplasmic reticulum to the Golgi apparatus,3,9,7.44E-04,0.921408279,0.996863647,3,9,9.29E-04,48887,Homo sapiens,F7;PROC;PROS1,,R-HSA-159762;R-HSA-159729;R-HSA-159783
R-HSA-1368108,"BMAL1:CLOCK,NPAS2 activates circadian gene expression",32,64,0.005289256,0.921676596,0.996863647,28,29,0.00299185,48887,Homo sapiens,CREBBP;SMARCD3;CRTC1;CHD9;SERPINE1;RORA;NR3C1;ARNTL2;ARNTL;PER2;PER1;F7;CREB1;DBP;RXRA;NCOR1;ZC3H7B;NAMPT;NRIP1;STRA13;PPARA;CCR4;PPARGC1A;CCRN4L,,R-HSA-5663127;R-HSA-5663124;R-HSA-5663122;R-HSA-5663120;R-HSA-5663132;R-HSA-5663174;R-HSA-1368133;R-HSA-549467;R-HSA-5663170;R-HSA-549533;R-HSA-5663105;R-HSA-879770;R-HSA-5663118;R-HSA-879762;R-HSA-5669302;R-HSA-879724;R-HSA-5663156;R-HSA-5663155;R-HSA-549475;R-HSA-5663165;R-HSA-879782;R-HSA-1368889;R-HSA-5663138;R-HSA-549424;R-HSA-879798;R-HSA-549428;R-HSA-549364;R-HSA-549493
R-HSA-400685,Sema4D in semaphorin signaling,15,33,0.002727273,0.922075093,0.996863647,12,12,0.001238007,48887,Homo sapiens,ARHGEF11;ARHGEF12;SEMA4D;ROCK2;LIMK1;MLC1;MYL6B;RHOC;RHOA;ARHGAP35;RHOB;CDC42;RAC2;RAC3;MYH9;MET,,R-HSA-400677;R-HSA-373750;R-HSA-416594;R-HSA-416562;R-HSA-416546;R-HSA-419646;R-HSA-416559;R-HSA-419087;R-HSA-416588;R-HSA-419197;R-HSA-400682;R-HSA-419049
R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane,15,33,0.002727273,0.922075093,0.996863647,7,7,7.22E-04,48887,Homo sapiens,FZD1;APC2;GSK3B;FZD5;WNT3A;CAV1;PPP2R5B;PPP2R5C;FAM123B;PPP2R1B;DVL1;DVL2;DVL3;CTNNB1;WNT1,,R-HSA-5368596;R-HSA-201685;R-HSA-5323526;R-HSA-3601585;R-HSA-201691;R-HSA-1504186;R-HSA-201677
R-HSA-425410,Metal ion SLC transporters,15,33,0.002727273,0.922075093,0.996863647,14,19,0.001960177,48887,Homo sapiens,SLC31A1;SLC30A2;SLC11A1;SLC11A2;SLC40A1;SLC39A10;SLC41A1;CP;SLC39A14;HEPH;SLC39A5;SLC39A7;SLC39A2;SLC39A3,,R-HSA-442405;R-HSA-442661;R-HSA-435171;R-HSA-442368;R-HSA-435375;R-HSA-442317;R-HSA-442345;R-HSA-442422;R-HSA-437300;R-HSA-435349;R-HSA-904830;R-HSA-442387;R-HSA-437084;R-HSA-442393
R-HSA-456926,Thrombin signalling through proteinase activated receptors (PARs),16,35,0.002892562,0.924350673,0.996863647,14,14,0.001444341,48887,Homo sapiens,F2R;ARRB1;ARRB2;GNA13;GNA14;GNG3;GNG4;GNG7;GNA11;GNB4;MAPK1;GNB5;F2RL2;F2RL3;MAPK3,,R-HSA-396996;R-HSA-397891;R-HSA-418176;R-HSA-114697;R-HSA-418158;R-HSA-396941;R-HSA-397835;R-HSA-418091;R-HSA-418163;R-HSA-114552;R-HSA-418172;R-HSA-418170;R-HSA-418200;R-HSA-114558
R-HSA-5602358,Diseases associated with the TLR signaling cascade,16,35,0.002892562,0.924350673,0.996863647,12,14,0.001444341,48887,Homo sapiens,CAP1;UNC93B1;IRAK4;TIRAP;IKBKB;TRAF3;REL;CD36;IKBKG;TLR6;TLR5;MYD88;NFKBIB;TLR2,,R-HSA-5228811;R-HSA-5602353;R-HSA-5602672;R-HSA-5602624;R-HSA-5228840;R-HSA-5262921;R-HSA-5602316;R-HSA-5602383;R-HSA-5602606;R-HSA-5607838;R-HSA-5602472;R-HSA-5602603
R-HSA-5260271,Diseases of Immune System,16,35,0.002892562,0.924350673,0.996863647,12,14,0.001444341,48887,Homo sapiens,CAP1;UNC93B1;IRAK4;TIRAP;IKBKB;TRAF3;REL;CD36;IKBKG;TLR6;TLR5;MYD88;NFKBIB;TLR2,,R-HSA-5228811;R-HSA-5602353;R-HSA-5602672;R-HSA-5602624;R-HSA-5228840;R-HSA-5262921;R-HSA-5602316;R-HSA-5602383;R-HSA-5602606;R-HSA-5607838;R-HSA-5602472;R-HSA-5602603
R-HSA-1980145,Signaling by NOTCH2,17,37,0.003057851,0.926620859,0.996863647,20,20,0.002063345,48887,Homo sapiens,NOTCH2;MAML1;MIB2;ADAM10;RBPJ;DLL1;MIB1;FCER2;NEURL1B;CREB1;APH1B;MDK;ZC3H7B;MAML3;UBA52;MAMLD1,,R-HSA-2976716;R-HSA-1980061;R-HSA-2974731;R-HSA-1980056;R-HSA-2976551;R-HSA-157640;R-HSA-2976742;R-HSA-2172172;R-HSA-1980051;R-HSA-1980048;R-HSA-157933;R-HSA-2220816;R-HSA-2197588;R-HSA-2127285;R-HSA-2976726;R-HSA-2197562;R-HSA-2974737;R-HSA-2197564;R-HSA-2976563;R-HSA-157629
R-HSA-400253,Circadian Clock,47,91,0.007520661,0.927330122,0.996863647,56,57,0.005880532,48887,Homo sapiens,ATF2;SMARCD3;CRTC1;CHD9;SERPINE1;CUL1;RORA;NR3C1;SRL;ARNTL2;ARNTL;PPP1CB;DBP;RXRA;ZC3H7B;NAMPT;NRIP1;STRA13;BTRC;PPARGC1A;CCR4;CCRN4L;CREBBP;CPT1A;MEF2C;CSNK1D;CSNK1E;PPP1CA;PER2;PER1;F7;CREB1;NCOR1;FBXL3;PPARA;UBA52,,R-HSA-549385;R-HSA-1368087;R-HSA-1368081;R-HSA-400256;R-HSA-400267;R-HSA-5663174;R-HSA-1368069;R-HSA-5663170;R-HSA-1368065;R-HSA-549533;R-HSA-400272;R-HSA-879770;R-HSA-400282;R-HSA-879762;R-HSA-1368119;R-HSA-1856948;R-HSA-879782;R-HSA-1368889;R-HSA-549424;R-HSA-879798;R-HSA-549428;R-HSA-5663127;R-HSA-5663252;R-HSA-5663124;R-HSA-5663122;R-HSA-5663120;R-HSA-5663132;R-HSA-5663258;R-HSA-421320;R-HSA-400342;R-HSA-1368133;R-HSA-549467;R-HSA-5663105;R-HSA-1368140;R-HSA-5663246;R-HSA-5663118;R-HSA-5663245;R-HSA-400219;R-HSA-5669302;R-HSA-879724;R-HSA-5663156;R-HSA-400228;R-HSA-549355;R-HSA-5663155;R-HSA-1801587;R-HSA-549475;R-HSA-5663293;R-HSA-5663165;R-HSA-5663271;R-HSA-5663138;R-HSA-5663264;R-HSA-5663265;R-HSA-400382;R-HSA-549364;R-HSA-549493;R-HSA-5663273
R-HSA-73762,RNA Polymerase I Transcription Initiation,24,50,0.004132231,0.927947864,0.996863647,6,6,6.19E-04,48887,Homo sapiens,MBD3;GTF2H2C;RRN3;EHMT2;CD3EAP;CHD4;GTF2H2;GATAD2B;GTF2H5;GATAD2A;CDK7;MTA1;RBBP4;POLR1A;TAF1A;POLR2E;UBTF;POLR1E;ERCC6;POLR2H;MTA2;MNAT1;MTA3,,R-HSA-73729;R-HSA-73865;R-HSA-73736;R-HSA-73739;R-HSA-73757;R-HSA-73758
R-HSA-5689896,Ovarian tumor domain proteases,18,39,0.00322314,0.928871035,0.996863647,12,12,0.001238007,48887,Homo sapiens,APC2;CAP1;OTUB2;OTUD5;VCP;OTUD7A;OTUD7B;TNFAIP3;YOD1;ESR1;RHOA;MAVS;TNIP2;TRAF3;TRAF6;RIPK1;IKBKG;UBA52;TP53,,R-HSA-5690870;R-HSA-6783238;R-HSA-688136;R-HSA-936381;R-HSA-8869506;R-HSA-6781953;R-HSA-6781905;R-HSA-8865182;R-HSA-5690845;R-HSA-5690843;R-HSA-5690827;R-HSA-5690856
R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus,9,22,0.001818182,0.933373368,0.996863647,11,11,0.00113484,48887,Homo sapiens,NOTCH2;NEURL1B;APH1B;MDK;MIB2;ADAM10;UBA52;DLL1;MIB1,,R-HSA-2220816;R-HSA-1980061;R-HSA-2974731;R-HSA-1980056;R-HSA-157640;R-HSA-2974737;R-HSA-2172172;R-HSA-1980051;R-HSA-1980048;R-HSA-157629;R-HSA-157933
R-HSA-5627117,RHO GTPases Activate ROCKs,9,22,0.001818182,0.933373368,0.996863647,5,5,5.16E-04,48887,Homo sapiens,PPP1CB;ROCK2;LIMK1;MYH9;MLC1;MYL6B;PPP1R12B;RHOC;RHOA;RHOB,,R-HSA-419232;R-HSA-419087;R-HSA-419197;R-HSA-419083;R-HSA-419049
R-HSA-937072,TRAF6 mediated induction of TAK1 complex,8,20,0.001652893,0.933444919,0.996863647,6,6,6.19E-04,48887,Homo sapiens,TRAF6;SARM1;TAB3;TAB2;TAB1;TMED7;UBA52;MAP3K7,,R-HSA-936986;R-HSA-936952;R-HSA-936985;R-HSA-936951;R-HSA-936947;R-HSA-937075
R-HSA-1266695,Interleukin-7 signaling,8,20,0.001652893,0.933444919,0.996863647,15,16,0.001650676,48887,Homo sapiens,STAT5A;STAT5B;PIK3R3;PIK3R2;BRWD1;JAK3;BRWD3;JAK1,,R-HSA-449958;R-HSA-452102;R-HSA-8865605;R-HSA-507937;R-HSA-1295540;R-HSA-8865711;R-HSA-8865613;R-HSA-6785165;R-HSA-1295519;R-HSA-1295516;R-HSA-451895;R-HSA-1264832;R-HSA-8865693;R-HSA-449978;R-HSA-8865626
R-HSA-5675482,Regulation of necroptotic cell death,8,20,0.001652893,0.933444919,0.996863647,4,5,5.16E-04,48887,Homo sapiens,TNFSF10;XIAP;TNFRSF10B;RIPK1;TNFRSF10A;CFLAR;UBA52;TNFRSF10D,,R-HSA-3465429;R-HSA-5357828;R-HSA-5675456;R-HSA-5675470
R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation,10,24,0.001983471,0.933762595,0.996863647,13,18,0.00185701,48887,Homo sapiens,GP9;PROC;SERPINA1;VWF;SERPINE2;SERPIND1;F11;KLKB1;GP5;KNG1;SERPINA4;SERPINA5,,R-HSA-158145;R-HSA-158118;R-HSA-158311;R-HSA-158340;R-HSA-158218;R-HSA-158251;R-HSA-158313;R-HSA-158354;R-HSA-158419;R-HSA-158137;R-HSA-158399;R-HSA-158300;R-HSA-158333
R-HSA-8849474,PTK6 Activates STAT3,2,7,5.79E-04,0.934107133,0.996863647,9,9,9.29E-04,48887,Homo sapiens,STAT3;PTK6,,R-HSA-8848023;R-HSA-8848087;R-HSA-8848150;R-HSA-8848178;R-HSA-8848110;R-HSA-8848077;R-HSA-2730595;R-HSA-8848124;R-HSA-2730599
R-HSA-5624138,Trafficking of myristoylated proteins to the cilium,2,7,5.79E-04,0.934107133,0.996863647,8,8,8.25E-04,48887,Homo sapiens,UNC119B;ARL3,,R-HSA-5624133;R-HSA-5638006;R-HSA-5638007;R-HSA-5624132;R-HSA-5638004;R-HSA-5638016;R-HSA-5624131;R-HSA-5624130
R-HSA-888568,GABA synthesis,2,7,5.79E-04,0.934107133,0.996863647,2,2,2.06E-04,48887,Homo sapiens,GAD1,,R-HSA-888572;R-HSA-888577
R-HSA-69478,G2/M DNA replication checkpoint,2,7,5.79E-04,0.934107133,0.996863647,2,2,2.06E-04,48887,Homo sapiens,WEE1;CDK1,,R-HSA-170070;R-HSA-170055
R-HSA-1234162,Oxygen-dependent asparagine hydroxylation of Hypoxia-inducible Factor Alpha,2,7,5.79E-04,0.934107133,0.996863647,1,1,1.03E-04,48887,Homo sapiens,EPAS1;HIF1AN,,R-HSA-1234164
R-HSA-8849468,PTK6 Regulates Proteins Involved in RNA Processing,2,7,5.79E-04,0.934107133,0.996863647,6,7,7.22E-04,48887,Homo sapiens,KHDRBS2;PTK6,,R-HSA-8849463;R-HSA-8848930;R-HSA-8849042;R-HSA-8848975;R-HSA-8848939;R-HSA-8849032
R-HSA-5250989,Toxicity of botulinum toxin type G (BoNT/G),2,7,5.79E-04,0.934107133,0.996863647,4,5,5.16E-04,48887,Homo sapiens,SYT1;VAMP1,,R-HSA-5250978;R-HSA-5250979;R-HSA-5250986;R-HSA-5250972
R-HSA-2142850,Hyaluronan biosynthesis and export,2,7,5.79E-04,0.934107133,0.996863647,2,3,3.10E-04,48887,Homo sapiens,ABCC5;HAS3,,R-HSA-2160851;R-HSA-2142859
R-HSA-163358,PKA-mediated phosphorylation of key metabolic factors,2,7,5.79E-04,0.934107133,0.996863647,3,5,5.16E-04,48887,Homo sapiens,PFKFB1;TPK1,,R-HSA-163672;R-HSA-163676;R-HSA-163773
R-HSA-1433559,Regulation of KIT signaling,7,18,0.001487603,0.934145719,0.996863647,8,8,8.25E-04,48887,Homo sapiens,LYN;KIT;PRKCA;GRB2;SOCS6;CBL;SH2B3;PVR;SOCS4,,R-HSA-1433508;R-HSA-205319;R-HSA-1433410;R-HSA-1562640;R-HSA-1433506;R-HSA-205306;R-HSA-1470011;R-HSA-205244
R-HSA-2173791,TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition),7,18,0.001487603,0.934145719,0.996863647,6,6,6.19E-04,48887,Homo sapiens,SMURF1;ARHGEF18;UBA52;PRKCZ;RHOA;TGFBR1;TGFBR2,,R-HSA-2160931;R-HSA-2134532;R-HSA-2160932;R-HSA-2160935;R-HSA-2134519;R-HSA-2134506
R-HSA-5602498,MyD88 deficiency (TLR2/4),7,18,0.001487603,0.934145719,0.996863647,2,2,2.06E-04,48887,Homo sapiens,CD36;IRAK4;TLR6;MYD88;TIRAP;TLR2,,R-HSA-5602383;R-HSA-5602606
R-HSA-5603041,IRAK4 deficiency (TLR2/4),7,18,0.001487603,0.934145719,0.996863647,2,2,2.06E-04,48887,Homo sapiens,CD36;IRAK4;TLR6;MYD88;TIRAP;TLR2,,R-HSA-5602353;R-HSA-5602672
R-HSA-1839117,Signaling by cytosolic FGFR1 fusion mutants,11,26,0.00214876,0.934491076,0.996863647,14,14,0.001444341,48887,Homo sapiens,STAT5A;BCR;STAT5B;CPSF6;CUX1;PIK3CA;STAT1;STAT3;FGFR1OP2;STAT4;GRB2;LRRFIP1,,R-HSA-1839102;R-HSA-1839039;R-HSA-1839065;R-HSA-1839067;R-HSA-1839031;R-HSA-1839095;R-HSA-1839091;R-HSA-1839112;R-HSA-1839080;R-HSA-1839114;R-HSA-1839078;R-HSA-1888198;R-HSA-1839110;R-HSA-1839107
R-HSA-389357,CD28 dependent PI3K/Akt signaling,11,26,0.00214876,0.934491076,0.996863647,9,9,9.29E-04,48887,Homo sapiens,PIK3CA;PDPK1;MAPKAP1;AKT2;MLST8;CD28;PIK3R3;THEM4;RICTOR;PIK3R2;MAP3K14;PDK1,,R-HSA-2317314;R-HSA-198640;R-HSA-389158;R-HSA-388832;R-HSA-2317332;R-HSA-392530;R-HSA-389756;R-HSA-198270;R-HSA-2316429
R-HSA-2122947,NOTCH1 Intracellular Domain Regulates Transcription,27,56,0.004628099,0.935288808,0.996863647,16,16,0.001650676,48887,Homo sapiens,HDAC4;HDAC5;TLE3;CREBBP;NOTCH1;TLE1;FBXW7;MAML1;HDAC11;CUL1;HDAC8;RBPJ;HDAC9;HDAC7;NCOR2;HEYL;NCOR1;HEY1;ZC3H7B;HEY2;MAML3;UBA52;MAMLD1,,R-HSA-4396371;R-HSA-1980078;R-HSA-1980047;R-HSA-1912396;R-HSA-1852623;R-HSA-1912393;R-HSA-1912394;R-HSA-4396347;R-HSA-4396379;R-HSA-1912388;R-HSA-1912391;R-HSA-1912359;R-HSA-1912385;R-HSA-4396382;R-HSA-1980067;R-HSA-1980065
R-HSA-112409,RAF-independent MAPK1/3 activation,12,28,0.00231405,0.935469568,0.996863647,12,12,0.001238007,48887,Homo sapiens,DUSP10;DUSP1;CDK1;MAPK1;DUSP8;IL6R;DUSP16;DUSP6;DUSP7;JAK1;MAPK3,,R-HSA-109857;R-HSA-5675206;R-HSA-109858;R-HSA-5674387;R-HSA-109860;R-HSA-5675376;R-HSA-109863;R-HSA-112342;R-HSA-109862;R-HSA-5674385;R-HSA-109864;R-HSA-5675373
R-HSA-3238698,WNT ligand biogenesis and trafficking,12,28,0.00231405,0.935469568,0.996863647,12,12,0.001238007,48887,Homo sapiens,SNX3;WNT2B;WNT3A;WNT7B;WNT5A;VPS35;VPS26A;WNT1;WNT2;TMED5;WLS,,R-HSA-3247840;R-HSA-3247843;R-HSA-3238691;R-HSA-3247844;R-HSA-3247847;R-HSA-3238694;R-HSA-3247849;R-HSA-3781941;R-HSA-3247837;R-HSA-3247836;R-HSA-3781943;R-HSA-3247839
R-HSA-77387,Insulin receptor recycling,12,28,0.00231405,0.935469568,0.996863647,6,6,6.19E-04,48887,Homo sapiens,ATP6V1A;ATP6V1G1;ATP6V0B;ATP6V1G2;INSR;ATP6V1B2;ATP6V1H;ATP6V0E2;ATP6V0D2;ATP6V1C1;ATP6V1C2;INS,,R-HSA-74723;R-HSA-5252133;R-HSA-74726;R-HSA-74730;R-HSA-74733;R-HSA-74734
R-HSA-76071,RNA Polymerase III Transcription Initiation From Type 3 Promoter,12,28,0.00231405,0.935469568,0.996863647,4,4,4.13E-04,48887,Homo sapiens,POU2F1;CRCP;POLR3A;SNAPC1;POLR3E;POLR3F;POLR2E;POLR1E;POLR3G;POLR3H;POLR2H;BDP1,,R-HSA-83793;R-HSA-112152;R-HSA-83803;R-HSA-83791
R-HSA-198725,Nuclear Events (kinase and transcription factor activation),12,28,0.00231405,0.935469568,0.996863647,10,11,0.00113484,48887,Homo sapiens,MEF2A;MAPK11;RPS6KA3;MEF2C;DUSP3;CREB1;PPP2R1B;MAPK1;MAPK14;DUSP6;DUSP7;MAPK3,,R-HSA-199895;R-HSA-199959;R-HSA-203797;R-HSA-198756;R-HSA-198731;R-HSA-198746;R-HSA-199929;R-HSA-199935;R-HSA-198669;R-HSA-199917
R-HSA-1059683,Interleukin-6 signaling,6,16,0.001322314,0.935714256,0.996863647,19,19,0.001960177,48887,Homo sapiens,STAT1;STAT3;STAT4;CBL;IL6R;JAK1,,R-HSA-1112690;R-HSA-1112755;R-HSA-1067667;R-HSA-1112565;R-HSA-1112727;R-HSA-1067640;R-HSA-1112538;R-HSA-1112602;R-HSA-1112604;R-HSA-1067676;R-HSA-1067646;R-HSA-1112510;R-HSA-1112703;R-HSA-1112514;R-HSA-1067651;R-HSA-1112708;R-HSA-1067688;R-HSA-1112587;R-HSA-1067659
R-HSA-879415,Advanced glycosylation endproduct receptor signaling,6,16,0.001322314,0.935714256,0.996863647,4,4,4.13E-04,48887,Homo sapiens,APP;CAPZA1;CAPZA2;MAPK1;DDOST;MAPK3,,R-HSA-879358;R-HSA-879377;R-HSA-879411;R-HSA-879362
R-HSA-73772,RNA Polymerase I Promoter Escape,13,30,0.002479339,0.936631539,0.996863647,1,1,1.03E-04,48887,Homo sapiens,GTF2H2C;RRN3;CD3EAP;GTF2H2;GTF2H5;CDK7;POLR1A;TAF1A;POLR2E;UBTF;POLR1E;POLR2H;MNAT1,,R-HSA-73769
R-HSA-1912422,Pre-NOTCH Expression and Processing,38,76,0.006280992,0.937517699,0.996863647,30,30,0.003095017,48887,Homo sapiens,NOTCH2;NOTCH3;EIF2C4;NOTCH1;EIF2C3;B4GALT1;MAML1;NOTCH4;SEL1L;ATP2A2;RBPJ;LFNG;CCND1;ZC3H7B;POFUT1;ST3GAL4;E2F1;E2F3;RAB6A;ST3GAL3;CREBBP;TNRC6C;MOV10;TFDP2;MAML3;MAMLD1;EIF2C1;TP53;TNRC6A;TNRC6B,,R-HSA-1912413;R-HSA-1912349;R-HSA-1912412;R-HSA-1912415;R-HSA-1606682;R-HSA-1912409;R-HSA-1912410;R-HSA-1912407;R-HSA-1912406;R-HSA-1912401;R-HSA-4395227;R-HSA-4395231;R-HSA-1912382;R-HSA-1912379;R-HSA-1912378;R-HSA-4395236;R-HSA-1912372;R-HSA-1912374;R-HSA-1912369;R-HSA-1912368;R-HSA-1912364;R-HSA-1912367;R-HSA-1912366;R-HSA-1912363;R-HSA-1912362;R-HSA-1606561;R-HSA-1912353;R-HSA-1912416;R-HSA-1912352;R-HSA-1912355
R-HSA-416550,Sema4D mediated inhibition of cell attachment and migration,5,14,0.001157025,0.93849643,0.996863647,6,6,6.19E-04,48887,Homo sapiens,CDC42;SEMA4D;RAC2;RAC3;MET;RHOA;ARHGAP35,,R-HSA-400677;R-HSA-416562;R-HSA-416546;R-HSA-419646;R-HSA-416559;R-HSA-400682
