Pathway identifier,Pathway name,#Entities found,#Entities total,Entities ratio,Entities pValue,Entities FDR,#Reactions found,#Reactions total,Reactions ratio,Species identifier,Species name,Submitted entities found,Mapped entities,Found reaction identifiers
R-HSA-1445148,Translocation of GLUT4 to the plasma membrane,15,87,0.007190083,0.017422276,0.596451496,8,15,0.001547509,48887,Homo sapiens,YWHAE;PRKAA2;YWHAB;LNPEP;TUBB4B;YWHAZ;RAB10;TUBA1B;TBC1D4;RAB14;TUBB3;MKRN3;EXOC2,,R-HSA-1445143;R-HSA-2316352;R-HSA-1454689;R-HSA-2316347;R-HSA-1445149;R-HSA-2255343;R-HSA-1454699;R-HSA-1445144
R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic,17,104,0.008595041,0.018905089,0.596451496,11,11,0.00113484,48887,Homo sapiens,TMED10;RAB1B;KIF11;TUBB4B;USE1;NAPG;TUBA1B;TUBB3;KIF5B;TMED3;TMED2;KIF2C;TMED7,,R-HSA-6811415;R-HSA-6811414;R-HSA-6811412;R-HSA-6811427;R-HSA-6811411;R-HSA-6811426;R-HSA-6811425;R-HSA-6811423;R-HSA-6811422;R-HSA-6811418;R-HSA-6811417
R-HSA-74749,Signal attenuation,4,11,9.09E-04,0.019893372,0.596451496,6,7,7.22E-04,48887,Homo sapiens,SHC1;IRS1;MAPK1;GRB2,,R-HSA-74747;R-HSA-5686074;R-HSA-5686315;R-HSA-74748;R-HSA-109823;R-HSA-109822
R-HSA-351906,Apoptotic cleavage of cell adhesion  proteins,4,11,9.09E-04,0.019893372,0.596451496,5,10,0.001031672,48887,Homo sapiens,CDH1;CASP3;CTNNB1;DSG2,,R-HSA-351877;R-HSA-202917;R-HSA-202939;R-HSA-202969;R-HSA-201631
R-HSA-5687128,MAPK6/MAPK4 signaling,17,105,0.008677686,0.020482623,0.596451496,16,40,0.004126689,48887,Homo sapiens,JUN;TRAM1;PSMD11;TRIO;RPN2;NCOA3;PSMD9;DNAJB1;PSMD7;SEPT7;AGO3;MYC;PSMD2;PSME4;AGO2;TNRC6A;TNRC6B,,R-HSA-5692788;R-HSA-5687090;R-HSA-5687103;R-HSA-5687099;R-HSA-5687097;R-HSA-5692761;R-HSA-5692775;R-HSA-5690245;R-HSA-5692770;R-HSA-5692768;R-HSA-5692781;R-HSA-5690250;R-HSA-5687083;R-HSA-5687115;R-HSA-5687112;R-HSA-5687113
R-HSA-5694530,Cargo concentration in the ER,8,37,0.003057851,0.023427928,0.596451496,8,12,0.001238007,48887,Homo sapiens,SEC23A;SEC24B;TMED10;SEC24A;TGFA;TMED2;MIA3;AREG,,R-HSA-5694436;R-HSA-5694435;R-HSA-5694415;R-HSA-5694445;R-HSA-5694413;R-HSA-5694522;R-HSA-5694410;R-HSA-5694427
R-HSA-195721,Signaling by Wnt,42,329,0.027190083,0.024483562,0.596451496,101,153,0.015784587,48887,Homo sapiens,PSMD11;WNT2B;RPN2;TRRAP;HDAC1;AP2A1;SNX3;PSMD9;PPP3CA;PPP3CB;PPP3R1;XPO1;PSMD7;GNG2;GNG5;TNKS2;PPP2R1B;MYC;PSMD2;AP2S1;TMED5;SOX4;WNT10B;TCF7L1;FZD5;H2AFZ;WNT5A;KREMEN1;PPP2R5C;YWHAZ;BCL9;APC;AGO3;PSME4;AGO2;CTNNB1;GNB5;CSNK1G2;TNRC6A;TNRC6B,,R-HSA-3769401;R-HSA-3858491;R-HSA-3322422;R-HSA-3769393;R-HSA-3858482;R-HSA-3769392;R-HSA-3322427;R-HSA-3322424;R-HSA-3858480;R-HSA-3769394;R-HSA-3781941;R-HSA-3781943;R-HSA-4608855;R-HSA-3238691;R-HSA-3769391;R-HSA-3238694;R-HSA-3640874;R-HSA-3769383;R-HSA-5665608;R-HSA-3640872;R-HSA-5099886;R-HSA-3769370;R-HSA-3451153;R-HSA-3640862;R-HSA-3640861;R-HSA-3640858;R-HSA-5099899;R-HSA-3772430;R-HSA-3965444;R-HSA-3965446;R-HSA-3965447;R-HSA-3640844;R-HSA-3965441;R-HSA-3451147;R-HSA-5368596;R-HSA-5140747;R-HSA-2130279;R-HSA-5138441;R-HSA-5323545;R-HSA-2130282;R-HSA-5140741;R-HSA-2130286;R-HSA-5138432;R-HSA-5138433;R-HSA-5229343;R-HSA-2730872;R-HSA-5368580;R-HSA-5138459;R-HSA-5368586;R-HSA-4551451;R-HSA-5229348;R-HSA-4551465;R-HSA-5626938;R-HSA-5334050;R-HSA-398193;R-HSA-3601585;R-HSA-3364026;R-HSA-4641231;R-HSA-4641236;R-HSA-4411351;R-HSA-3364014;R-HSA-4411357;R-HSA-4641253;R-HSA-4411367;R-HSA-4411365;R-HSA-4641249;R-HSA-4641260;R-HSA-1458875;R-HSA-4641256;R-HSA-4411372;R-HSA-195251;R-HSA-4411383;R-HSA-5246693;R-HSA-3299569;R-HSA-201669;R-HSA-4551555;R-HSA-195275;R-HSA-195283;R-HSA-3247840;R-HSA-195280;R-HSA-3247843;R-HSA-195287;R-HSA-3247844;R-HSA-201685;R-HSA-4551571;R-HSA-1504193;R-HSA-4551570;R-HSA-3247849;R-HSA-201691;R-HSA-398040;R-HSA-3361751;R-HSA-195300;R-HSA-195304;R-HSA-4518575;R-HSA-3247837;R-HSA-3247836;R-HSA-3247839;R-HSA-201712;R-HSA-195318;R-HSA-3364042;R-HSA-4518585
R-HSA-1912408,Pre-NOTCH Transcription and Translation,10,52,0.004297521,0.024874439,0.596451496,18,20,0.002063345,48887,Homo sapiens,JUN;TFDP1;NOTCH1;AGO3;AGO2;TP53;TNRC6A;TNRC6B,,R-HSA-1912413;R-HSA-1912412;R-HSA-1606682;R-HSA-1912409;R-HSA-1912410;R-HSA-4395236;R-HSA-1912406;R-HSA-1912401;R-HSA-1912368;R-HSA-1912364;R-HSA-1912367;R-HSA-1912366;R-HSA-1912363;R-HSA-1912362;R-HSA-4395227;R-HSA-1606561;R-HSA-4395231;R-HSA-1912416
R-HSA-389977,Post-chaperonin tubulin folding pathway,6,24,0.001983471,0.025522393,0.596451496,9,9,9.29E-04,48887,Homo sapiens,TUBA1B;TUBB3;TBCB;TUBB4B,,R-HSA-389972;R-HSA-389956;R-HSA-389974;R-HSA-389969;R-HSA-389955;R-HSA-389964;R-HSA-389976;R-HSA-389963;R-HSA-389978
R-HSA-450341,Activation of the AP-1 family of transcription factors,4,12,9.92E-04,0.026249077,0.596451496,5,5,5.16E-04,48887,Homo sapiens,JUN;MAPK8;MAPK1;MAPK14,,R-HSA-450292;R-HSA-450325;R-HSA-168053;R-HSA-168136;R-HSA-168440
R-HSA-437239,Recycling pathway of L1,10,54,0.00446281,0.030964723,0.596451496,8,14,0.001444341,48887,Homo sapiens,RPS6KA4;TUBA1B;RPS6KA5;TUBB3;AP2S1;MAPK1;AP2A1;TUBB4B,,R-HSA-443783;R-HSA-555065;R-HSA-445079;R-HSA-445077;R-HSA-392749;R-HSA-392748;R-HSA-445071;R-HSA-374696
R-HSA-3304347,Loss of Function of SMAD4 in Cancer,2,3,2.48E-04,0.031933435,0.596451496,1,1,1.03E-04,48887,Homo sapiens,SMAD2;SMAD3,,R-HSA-3311014
R-HSA-3311021,SMAD4 MH2 Domain Mutants in Cancer,2,3,2.48E-04,0.031933435,0.596451496,1,1,1.03E-04,48887,Homo sapiens,SMAD2;SMAD3,,R-HSA-3311014
R-HSA-139910,Activation of BMF and translocation to mitochondria,2,3,2.48E-04,0.031933435,0.596451496,1,2,2.06E-04,48887,Homo sapiens,MAPK8;DYNLL2,,R-HSA-139908
R-HSA-69615,G1/S DNA Damage Checkpoints,12,70,0.005785124,0.032221488,0.596451496,21,28,0.002888683,48887,Homo sapiens,CCNA2;PSMD9;PSMD11;CDKN1B;PSMD7;RPN2;CCNE2;PSMD2;PSME4;ATM;TP53;CDC25B,,R-HSA-6803719;R-HSA-69889;R-HSA-69600;R-HSA-5633460;R-HSA-349444;R-HSA-69604;R-HSA-6804879;R-HSA-69608;R-HSA-349455;R-HSA-264458;R-HSA-6793685;R-HSA-69685;R-HSA-69591;R-HSA-264435;R-HSA-69562;R-HSA-6803388;R-HSA-187934;R-HSA-6804955;R-HSA-6803801;R-HSA-69598;R-HSA-5693609
R-HSA-69275,G2/M Transition,27,199,0.016446281,0.033611168,0.596451496,49,76,0.00784071,48887,Homo sapiens,YWHAE;MPP2;HSP90AA1;PPP1R12A;PSMD11;RPN2;NDE1;PPP2R2A;TUBB4B;CDC25B;CCNA2;PSMD9;TUBA1B;XPO1;PSMD7;PPP2R1B;TUBB3;PSMD2;DLC1;PSME4;CEP72;MYBL2;PCNT;TP53,,R-HSA-380294;R-HSA-8852354;R-HSA-170116;R-HSA-170120;R-HSA-380303;R-HSA-8852362;R-HSA-380311;R-HSA-3002811;R-HSA-380316;R-HSA-8853405;R-HSA-380455;R-HSA-170153;R-HSA-170158;R-HSA-8853419;R-HSA-170159;R-HSA-170156;R-HSA-170162;R-HSA-170161;R-HSA-8852280;R-HSA-4088441;R-HSA-4088439;R-HSA-4088309;R-HSA-4088306;R-HSA-8852298;R-HSA-4088307;R-HSA-4088305;R-HSA-3000319;R-HSA-4088298;R-HSA-8852306;R-HSA-4088299;R-HSA-380508;R-HSA-2574845;R-HSA-170072;R-HSA-3000310;R-HSA-4088162;R-HSA-2574840;R-HSA-170087;R-HSA-4088152;R-HSA-170084;R-HSA-4088024;R-HSA-170088;R-HSA-4088141;R-HSA-380272;R-HSA-8852337;R-HSA-8852351;R-HSA-4088134;R-HSA-4088130;R-HSA-69756;R-HSA-380283
R-HSA-2173793,Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer,10,55,0.004545455,0.034374011,0.596451496,30,38,0.003920355,48887,Homo sapiens,SMAD2;TGIF2;SMAD3;TFDP1;HDAC1;MYC;SERPINE1;UBE2D3,,R-HSA-2187303;R-HSA-870538;R-HSA-2176491;R-HSA-2187309;R-HSA-2186607;R-HSA-2186741;R-HSA-1484099;R-HSA-2176503;R-HSA-2176502;R-HSA-2186747;R-HSA-2187325;R-HSA-209055;R-HSA-2187388;R-HSA-170847;R-HSA-2187395;R-HSA-2187330;R-HSA-2031355;R-HSA-2179274;R-HSA-173481;R-HSA-173545;R-HSA-2179276;R-HSA-2186643;R-HSA-173488;R-HSA-2106579;R-HSA-2127257;R-HSA-2106586;R-HSA-2176475;R-HSA-870449;R-HSA-2187293;R-HSA-2106591
R-HSA-75153,Apoptotic execution  phase,10,55,0.004545455,0.034374011,0.596451496,32,54,0.005571031,48887,Homo sapiens,ROCK1;APC;CDH1;CASP3;CTNNB1;DSG2;VIM;HMGB1;HIST1H1A;KPNA1,,R-HSA-202947;R-HSA-351877;R-HSA-201603;R-HSA-211651;R-HSA-211206;R-HSA-201611;R-HSA-201608;R-HSA-212552;R-HSA-211219;R-HSA-202960;R-HSA-202967;R-HSA-202966;R-HSA-201622;R-HSA-266204;R-HSA-202969;R-HSA-201631;R-HSA-201630;R-HSA-201629;R-HSA-201628;R-HSA-211239;R-HSA-201639;R-HSA-202917;R-HSA-350319;R-HSA-350318;R-HSA-201640;R-HSA-211247;R-HSA-351849;R-HSA-211186;R-HSA-211191;R-HSA-211190;R-HSA-202939;R-HSA-350651
R-HSA-4791275,Signaling by WNT in cancer,8,40,0.003305785,0.034642457,0.596451496,12,16,0.001650676,48887,Homo sapiens,FZD5;APC;TNKS2;PPP2R1B;KREMEN1;CTNNB1;PPP2R5C,,R-HSA-5339713;R-HSA-4827388;R-HSA-4791278;R-HSA-5246696;R-HSA-4839635;R-HSA-5340587;R-HSA-4839746;R-HSA-4839634;R-HSA-5262606;R-HSA-5339711;R-HSA-4839638;R-HSA-4839734
R-HSA-453274,Mitotic G2-G2/M phases,27,201,0.01661157,0.03721739,0.596451496,51,78,0.008047044,48887,Homo sapiens,YWHAE;MPP2;HSP90AA1;PPP1R12A;PSMD11;RPN2;NDE1;PPP2R2A;TUBB4B;CDC25B;CCNA2;PSMD9;TUBA1B;XPO1;PSMD7;PPP2R1B;TUBB3;PSMD2;DLC1;PSME4;CEP72;MYBL2;PCNT;TP53,,R-HSA-380294;R-HSA-8852354;R-HSA-170116;R-HSA-170120;R-HSA-380303;R-HSA-8852362;R-HSA-380311;R-HSA-3002811;R-HSA-380316;R-HSA-8853405;R-HSA-380455;R-HSA-187937;R-HSA-170153;R-HSA-170158;R-HSA-8853419;R-HSA-170159;R-HSA-170156;R-HSA-170162;R-HSA-170161;R-HSA-187959;R-HSA-8852280;R-HSA-4088441;R-HSA-4088439;R-HSA-4088309;R-HSA-4088306;R-HSA-8852298;R-HSA-4088307;R-HSA-4088305;R-HSA-3000319;R-HSA-4088298;R-HSA-8852306;R-HSA-4088299;R-HSA-380508;R-HSA-2574845;R-HSA-170072;R-HSA-3000310;R-HSA-4088162;R-HSA-2574840;R-HSA-170087;R-HSA-4088152;R-HSA-170084;R-HSA-4088024;R-HSA-170088;R-HSA-4088141;R-HSA-380272;R-HSA-8852337;R-HSA-8852351;R-HSA-4088134;R-HSA-4088130;R-HSA-69756;R-HSA-380283
R-HSA-111453,BH3-only proteins associate with and inactivate anti-apoptotic BCL-2 members,3,8,6.61E-04,0.038939547,0.596451496,3,3,3.10E-04,48887,Homo sapiens,BCL2L11;BCL2;BCL2L1,,R-HSA-114352;R-HSA-508163;R-HSA-508162
R-HSA-199977,ER to Golgi Anterograde Transport,22,158,0.013057851,0.040679279,0.596451496,34,39,0.004023522,48887,Homo sapiens,SEC24B;SEC23A;SEC24A;TMED10;RAB1B;DCTN4;TGFA;MIA3;TUBB4B;DYNLL2;AREG;NAPG;TUBA1B;PPP6R1;TUBB3;DLC1;TMED3;TMED2;TMED7,,R-HSA-5694423;R-HSA-5694421;R-HSA-5694418;R-HSA-203973;R-HSA-5694417;R-HSA-6814831;R-HSA-6809006;R-HSA-6809003;R-HSA-5694427;R-HSA-5694425;R-HSA-6809015;R-HSA-6809014;R-HSA-6809011;R-HSA-6809010;R-HSA-6814833;R-HSA-5694415;R-HSA-6807868;R-HSA-5694413;R-HSA-5694410;R-HSA-6807866;R-HSA-5694409;R-HSA-6807864;R-HSA-6807877;R-HSA-6807875;R-HSA-6807872;R-HSA-5694527;R-HSA-204008;R-HSA-5694522;R-HSA-5694439;R-HSA-5694436;R-HSA-5694435;R-HSA-5694446;R-HSA-5694445;R-HSA-5694441
R-HSA-3700989,Transcriptional Regulation by TP53,56,476,0.039338843,0.041447548,0.596451496,190,248,0.025585474,48887,Homo sapiens,YWHAE;PRKAA1;CDKN1B;PCNA;PRKAA2;GTF2H2C;YWHAB;HDAC1;PTEN;PRDM1;NDRG1;AURKB;SESN3;PPP2R1B;POLR2B;POLR2C;JUN;PRMT1;MRE11A;RPA2;TNFRSF10B;ARID3A;GTF2H1;PPP2R5C;GTF2H2;MLH1;MAPK14;YWHAZ;GATAD2B;COX6B1;CNOT4;CCNA2;TFDP1;AGO3;CCNE2;AGO2;RQCD1;MKRN3;BAX;CYCS;TAF4B;ATM;TP53;TNRC6A;TNRC6B,,R-HSA-6796647;R-HSA-6799462;R-HSA-4331331;R-HSA-3215152;R-HSA-6805103;R-HSA-349455;R-HSA-6800490;R-HSA-4331340;R-HSA-6796649;R-HSA-6805109;R-HSA-6791285;R-HSA-6805620;R-HSA-3215144;R-HSA-6800253;R-HSA-187934;R-HSA-6791291;R-HSA-6800250;R-HSA-6806394;R-HSA-6806392;R-HSA-6799431;R-HSA-5632887;R-HSA-6805059;R-HSA-5632892;R-HSA-69685;R-HSA-3222020;R-HSA-6799441;R-HSA-3700992;R-HSA-3700997;R-HSA-6803801;R-HSA-6798374;R-HSA-3222128;R-HSA-6797606;R-HSA-6805285;R-HSA-6798372;R-HSA-6801184;R-HSA-6798126;R-HSA-6792491;R-HSA-6805035;R-HSA-5629189;R-HSA-6804276;R-HSA-3222116;R-HSA-6799409;R-HSA-5629187;R-HSA-6798129;R-HSA-3239014;R-HSA-6797616;R-HSA-5633295;R-HSA-6801213;R-HSA-6798139;R-HSA-6798138;R-HSA-6799418;R-HSA-6801209;R-HSA-6799416;R-HSA-6801415;R-HSA-6803719;R-HSA-6804998;R-HSA-6804996;R-HSA-6798082;R-HSA-6798081;R-HSA-6801166;R-HSA-6800396;R-HSA-6798615;R-HSA-6798611;R-HSA-6804242;R-HSA-5633314;R-HSA-6805276;R-HSA-3222093;R-HSA-6804762;R-HSA-6805479;R-HSA-6801637;R-HSA-2318752;R-HSA-6799332;R-HSA-6805730;R-HSA-6804194;R-HSA-6803425;R-HSA-6804193;R-HSA-6798304;R-HSA-5632732;R-HSA-6803437;R-HSA-6805740;R-HSA-139913;R-HSA-163214;R-HSA-6803946;R-HSA-6801641;R-HSA-5631941;R-HSA-5628871;R-HSA-6802165;R-HSA-6791409;R-HSA-6805755;R-HSA-6802170;R-HSA-6799097;R-HSA-6799815;R-HSA-6797766;R-HSA-5632759;R-HSA-3215251;R-HSA-6791109;R-HSA-6800836;R-HSA-6798020;R-HSA-6791363;R-HSA-6797763;R-HSA-6801089;R-HSA-6798031;R-HSA-6803917;R-HSA-5632766;R-HSA-6801355;R-HSA-6803914;R-HSA-6798282;R-HSA-6804425;R-HSA-6803400;R-HSA-5628901;R-HSA-6793685;R-HSA-5632993;R-HSA-140214;R-HSA-5628899;R-HSA-5632738;R-HSA-6803935;R-HSA-6804191;R-HSA-6805470;R-HSA-69562;R-HSA-6798044;R-HSA-6804188;R-HSA-6791387;R-HSA-6798299;R-HSA-6804955;R-HSA-6804441;R-HSA-3700984;R-HSA-6792871;R-HSA-3222259;R-HSA-6803875;R-HSA-6799777;R-HSA-3222006;R-HSA-5632914;R-HSA-5632924;R-HSA-5631903;R-HSA-6800044;R-HSA-3700981;R-HSA-6800042;R-HSA-6797993;R-HSA-6791349;R-HSA-2321904;R-HSA-6791348;R-HSA-6798004;R-HSA-5633414;R-HSA-6803892;R-HSA-6804402;R-HSA-6803890;R-HSA-5632386;R-HSA-6800816;R-HSA-6801087;R-HSA-6803391;R-HSA-6793661;R-HSA-6803388;R-HSA-6798268;R-HSA-5632393;R-HSA-6805126;R-HSA-6805638;R-HSA-5633460;R-HSA-6791302;R-HSA-6806405;R-HSA-6805122;R-HSA-6800001;R-HSA-6804879;R-HSA-6799246;R-HSA-6806413;R-HSA-6806412;R-HSA-3222237;R-HSA-6791306;R-HSA-3221982;R-HSA-6806408;R-HSA-6805399;R-HSA-6800279;R-HSA-6806423;R-HSA-5633441;R-HSA-6806419;R-HSA-6805650;R-HSA-6803858;R-HSA-6806417;R-HSA-6799761;R-HSA-6797712;R-HSA-6791327;R-HSA-6803871;R-HSA-6804383;R-HSA-6792863;R-HSA-380927;R-HSA-6791323;R-HSA-6804379;R-HSA-5632939;R-HSA-6806425;R-HSA-5693609;R-HSA-3215310
R-HSA-211227,Activation of DNA fragmentation factor,4,14,0.001157025,0.042242815,0.596451496,8,11,0.00113484,48887,Homo sapiens,CASP3;HMGB1;HIST1H1A;KPNA1,,R-HSA-211219;R-HSA-211186;R-HSA-211191;R-HSA-211239;R-HSA-211206;R-HSA-211190;R-HSA-266204;R-HSA-211247
R-HSA-140342,Apoptosis induced DNA fragmentation,4,14,0.001157025,0.042242815,0.596451496,8,11,0.00113484,48887,Homo sapiens,CASP3;HMGB1;HIST1H1A;KPNA1,,R-HSA-211219;R-HSA-211186;R-HSA-211191;R-HSA-211239;R-HSA-211206;R-HSA-211190;R-HSA-266204;R-HSA-211247
R-HSA-174490,Membrane binding and targetting of GAG proteins,4,14,0.001157025,0.042242815,0.596451496,2,4,4.13E-04,48887,Homo sapiens,VPS37A;VPS37B,,R-HSA-3149434;R-HSA-184269
R-HSA-75035,Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex,4,14,0.001157025,0.042242815,0.596451496,2,5,5.16E-04,48887,Homo sapiens,YWHAE;YWHAB;MKRN3;YWHAZ,,R-HSA-75016;R-HSA-75022
R-HSA-8852276,The role of GTSE1 in G2/M progression after G2 checkpoint,13,82,0.00677686,0.044697729,0.596451496,7,10,0.001031672,48887,Homo sapiens,PSMD9;TUBA1B;HSP90AA1;PSMD11;PSMD7;RPN2;TUBB3;PSMD2;PSME4;TUBB4B;TP53,,R-HSA-8852354;R-HSA-8852306;R-HSA-8852337;R-HSA-8852351;R-HSA-8852362;R-HSA-8852298;R-HSA-8852280
R-HSA-69656,Cyclin A:Cdk2-associated events at S phase entry,12,74,0.006115702,0.04556828,0.596451496,16,18,0.00185701,48887,Homo sapiens,CCNA2;PSMD9;PSMD11;CDKN1B;PSMD7;RPN2;CCNE2;CDH1;MYC;PSMD2;CDC25B,,R-HSA-187520;R-HSA-187552;R-HSA-174273;R-HSA-174054;R-HSA-187948;R-HSA-187916;R-HSA-187949;R-HSA-187506;R-HSA-8848436;R-HSA-187574;R-HSA-187575;R-HSA-174164;R-HSA-8848414;R-HSA-188345;R-HSA-174110;R-HSA-187934
R-HSA-5628897,TP53 Regulates Metabolic Genes,18,125,0.010330579,0.046082357,0.596451496,22,34,0.003507686,48887,Homo sapiens,YWHAE;PRKAA1;PRKAA2;YWHAB;PTEN;YWHAZ;COX6B1;SESN3;AGO3;AGO2;MKRN3;CYCS;TP53;TNRC6A;TNRC6B,,R-HSA-5632887;R-HSA-5632759;R-HSA-2318752;R-HSA-5632914;R-HSA-5632732;R-HSA-5632924;R-HSA-5632892;R-HSA-5631903;R-HSA-5632766;R-HSA-163214;R-HSA-5629189;R-HSA-5631941;R-HSA-5628901;R-HSA-2321904;R-HSA-5632993;R-HSA-5628899;R-HSA-5629187;R-HSA-5632738;R-HSA-5632386;R-HSA-380927;R-HSA-5632393;R-HSA-5632939
R-HSA-5626467,RHO GTPases activate IQGAPs,7,35,0.002892562,0.046278342,0.596451496,2,5,5.16E-04,48887,Homo sapiens,TUBA1B;TUBB3;CDH1;CTNNB1;TUBB4B,,R-HSA-5672304;R-HSA-5672329
R-HSA-190840,Microtubule-dependent trafficking of connexons from Golgi to the plasma membrane,5,21,0.001735537,0.047131279,0.596451496,1,2,2.06E-04,48887,Homo sapiens,TUBA1B;TUBB3;TUBB4B,,R-HSA-190520
R-HSA-5339716,Misspliced GSK3beta mutants stabilize beta-catenin,4,15,0.001239669,0.051905033,0.596451496,1,1,1.03E-04,48887,Homo sapiens,APC;PPP2R1B;CTNNB1;PPP2R5C,,R-HSA-5339713
R-HSA-381183,ATF6-alpha activates chaperone genes,4,15,0.001239669,0.051905033,0.596451496,2,5,5.16E-04,48887,Homo sapiens,HSPA5;HSP90B1,,R-HSA-1791163;R-HSA-1791150
R-HSA-174495,"Synthesis And Processing Of GAG, GAGPOL Polyproteins",4,15,0.001239669,0.051905033,0.596451496,2,5,5.16E-04,48887,Homo sapiens,VPS37A;VPS37B,,R-HSA-3149434;R-HSA-184269
R-HSA-170834,Signaling by TGF-beta Receptor Complex,13,84,0.006942149,0.052069099,0.596451496,47,82,0.008459713,48887,Homo sapiens,SMAD2;PPP1CC;TGIF2;SMAD3;XPO1;TFDP1;HDAC1;MYC;SERPINE1;UBE2D3;STUB1,,R-HSA-178178;R-HSA-2187303;R-HSA-870538;R-HSA-2187368;R-HSA-2176491;R-HSA-2187309;R-HSA-2186607;R-HSA-2187375;R-HSA-178189;R-HSA-170835;R-HSA-2186741;R-HSA-1484099;R-HSA-2167924;R-HSA-2176503;R-HSA-2176502;R-HSA-2187382;R-HSA-2186747;R-HSA-2187325;R-HSA-209055;R-HSA-2176445;R-HSA-2187388;R-HSA-170847;R-HSA-170850;R-HSA-2187395;R-HSA-2187330;R-HSA-173542;R-HSA-2031355;R-HSA-2176452;R-HSA-178215;R-HSA-2187401;R-HSA-2179274;R-HSA-173481;R-HSA-173545;R-HSA-2187405;R-HSA-2179276;R-HSA-2186643;R-HSA-173488;R-HSA-2106579;R-HSA-170868;R-HSA-2127257;R-HSA-2106586;R-HSA-2176475;R-HSA-2187355;R-HSA-870449;R-HSA-2187293;R-HSA-2106591;R-HSA-2187358
R-HSA-6807878,COPI-mediated anterograde transport,15,101,0.008347107,0.052164606,0.596451496,12,12,0.001238007,48887,Homo sapiens,TUBA1B;TMED10;TUBB3;RAB1B;DCTN4;DLC1;TMED3;TMED2;TMED7;TUBB4B;DYNLL2;NAPG,,R-HSA-6809015;R-HSA-6809014;R-HSA-6807877;R-HSA-6807875;R-HSA-6809011;R-HSA-6809010;R-HSA-6807872;R-HSA-6809006;R-HSA-6807868;R-HSA-6809003;R-HSA-6807866;R-HSA-6807864
R-HSA-3858494,Beta-catenin independent WNT signaling,22,163,0.013471074,0.053305126,0.596451496,28,50,0.005158362,48887,Homo sapiens,TCF7L1;PSMD11;FZD5;RPN2;WNT5A;AP2A1;PSMD9;PPP3CA;PPP3R1;PPP3CB;PSMD7;GNG2;GNG5;AGO3;PSMD2;PSME4;AGO2;AP2S1;CTNNB1;GNB5;TNRC6A;TNRC6B,,R-HSA-3858491;R-HSA-5140747;R-HSA-4551555;R-HSA-5138441;R-HSA-3858482;R-HSA-3858480;R-HSA-5140741;R-HSA-5138432;R-HSA-5138433;R-HSA-4608855;R-HSA-2730872;R-HSA-5138459;R-HSA-4551571;R-HSA-4551570;R-HSA-398040;R-HSA-4551451;R-HSA-5099886;R-HSA-4411365;R-HSA-4518575;R-HSA-4551465;R-HSA-4411383;R-HSA-5099899;R-HSA-398193;R-HSA-3965444;R-HSA-3965446;R-HSA-3965447;R-HSA-3965441;R-HSA-4518585
R-HSA-3769402,Deactivation of the beta-catenin transactivating complex,8,44,0.003636364,0.05456655,0.596451496,11,14,0.001444341,48887,Homo sapiens,BCL9;TCF7L1;XPO1;APC;HDAC1;CTNNB1;YWHAZ;SOX4,,R-HSA-3361751;R-HSA-5368580;R-HSA-3769391;R-HSA-3772430;R-HSA-3769393;R-HSA-3364042;R-HSA-3769392;R-HSA-3769394;R-HSA-3769383;R-HSA-5665608;R-HSA-5626938
R-HSA-69580,p53-Dependent G1/S DNA damage checkpoint,11,68,0.005619835,0.054643021,0.596451496,15,22,0.002269679,48887,Homo sapiens,CCNA2;PSMD9;PSMD11;CDKN1B;PSMD7;RPN2;CCNE2;PSMD2;PSME4;ATM;TP53,,R-HSA-6803719;R-HSA-5633460;R-HSA-349444;R-HSA-6804879;R-HSA-349455;R-HSA-264458;R-HSA-6793685;R-HSA-69685;R-HSA-264435;R-HSA-69562;R-HSA-6803388;R-HSA-187934;R-HSA-6804955;R-HSA-6803801;R-HSA-5693609
R-HSA-69563,p53-Dependent G1 DNA Damage Response,11,68,0.005619835,0.054643021,0.596451496,15,22,0.002269679,48887,Homo sapiens,CCNA2;PSMD9;PSMD11;CDKN1B;PSMD7;RPN2;CCNE2;PSMD2;PSME4;ATM;TP53,,R-HSA-6803719;R-HSA-5633460;R-HSA-349444;R-HSA-6804879;R-HSA-349455;R-HSA-264458;R-HSA-6793685;R-HSA-69685;R-HSA-264435;R-HSA-69562;R-HSA-6803388;R-HSA-187934;R-HSA-6804955;R-HSA-6803801;R-HSA-5693609
R-HSA-203927,MicroRNA (miRNA) biogenesis,6,29,0.002396694,0.054690368,0.596451496,5,7,7.22E-04,48887,Homo sapiens,AGO3;POLR2B;POLR2C;AGO2;DROSHA;DICER1,,R-HSA-203862;R-HSA-210805;R-HSA-2106614;R-HSA-203893;R-HSA-203901
R-HSA-190872,Transport of connexons to the plasma membrane,5,22,0.001818182,0.055318183,0.596451496,1,3,3.10E-04,48887,Homo sapiens,TUBA1B;TUBB3;TUBB4B,,R-HSA-190520
